x,y
-9.40671312292222,-9.075806937776306
-8.669126770260243,-10.502732239853014
-6.4768832967547905,-8.577747116869718
-4.989508305453792,-6.463739340728957
-6.1382435272262645,-6.708774633913899
-7.5310424979274115,-7.511445408100689
-7.481470804041127,-6.764771002159911
-7.440154834383421,-6.689405063973799
-7.034510521163919,-6.761304051282117
-7.20226339718907,-7.000684491230115
-9.528067501172819,-7.821307966628668
-9.594594407237963,-8.909459009611325
-10.857907221719612,-10.062411524783203
-9.962157462391115,-10.92237412134312
-11.613073080571457,-10.97967365483874
-9.238015065294086,-10.547519167814034
-9.406297352154208,-9.986489569576129
-8.925704604142053,-10.663283126988466
-11.052768288709105,-10.74447238356888
-10.648399286400803,-10.78894651426531
-10.12961054642606,-9.451342798809808
-7.614861889682794,-8.273781284222991
-7.348697231148535,-8.53905406709493
-8.742529946601966,-8.11888038165393
-8.622848874961754,-9.10056315062132
-6.735488873011283,-8.151662772165713
-4.029005796802876,-4.746101925629886
-1.0881191445517344,-1.6910046019610703
-0.3955111539646887,0.32000532679062443
-2.363006722309137,-1.7890065894956928
-3.5893081963440694,-3.0520527293653448
-5.767968345386583,-4.0492549799587705
-5.9316056563924375,-5.695983845094941
-7.9682430907765704,-7.053338883927466
-6.585346708597528,-7.282212258502235
-6.926380147035276,-6.149907650483084
-8.813090990734246,-7.1649062785523165
-9.415453698539244,-8.376421656921238
-10.082663943365446,-10.360920059860902
-11.280765421855168,-9.87584066152675
-9.614357242435664,-10.341187275992423
-8.768166703460137,-9.099408184673745
-9.071200157622659,-9.165297963256467
-10.134174780224685,-9.533210310450574
-12.661948557499018,-10.649858678915912
-12.083988359120472,-13.23222959403379
-12.67507433829503,-10.924976270589863
-10.536040280202545,-12.136139452264336
-9.707518476208747,-8.892832318967159
-11.451904130808254,-10.994242589140699
-12.043610836481333,-11.012603679963552
-10.65797713847224,-12.262764321931394
-13.56091308368914,-12.322181444010425
-13.864053483541877,-14.010397326651455
-17.31824579522444,-16.05823972485943
-17.454765529801623,-17.139243005254762
-19.75414634364679,-19.780426788576534
-21.089624575508978,-20.907478280435686
-20.973306261809928,-21.984288317849455
-20.212859606939162,-20.71204356511925
-21.414357926161305,-20.873013838624786
-21.955388210761477,-20.844547217289215
-23.83674481103759,-22.476510901693512
-24.009197870504526,-23.628431000099706
-23.682366724020326,-22.923791251439518
-23.15174401524524,-23.96681835239066
-23.442599003838794,-23.58691597887375
-23.57722025357733,-24.54736584673955
-23.09968875309486,-24.171308092791733
-22.62373835809614,-24.040365196968413
-20.883255272790834,-22.166722841989973
-21.916878936847088,-23.070069340807418
-21.43160245715702,-21.224616852899587
-24.295030813598636,-23.358859291515852
-23.643053527040532,-23.90101351869447
-23.03005487877098,-22.872287438531114
-23.88742865140775,-22.545866482311837
-23.168883291800416,-23.138836027953428
-23.710239389457026,-23.667004290753656
-23.47261241392194,-23.792316937433675
-22.394698984948654,-23.939078543262955
-21.219857368635857,-22.812948842221935
-22.06893963827446,-22.744910123877162
-21.8080405880617,-22.357319346385967
-22.28510336040048,-22.637716446855066
-22.676344985492108,-22.900566432996627
-21.16467363639669,-21.459772366383813
-21.61861800356803,-22.09329431199201
-22.406162930276462,-22.285633115863217
-24.409305768366437,-23.59471112931087
-24.343673726469433,-24.657021585333368
-23.32576134953024,-23.252546401849827
-24.593435922683096,-25.54743166593754
-27.127319073072098,-25.356604450745145
-26.059094482172398,-26.26662273372619
-24.98079558555373,-24.679951902856605
-24.591124018267834,-24.421015788886912
-23.29997337704504,-24.65558773559955
-22.841742031728906,-23.04084305433433
-21.74367293007953,-22.667110638632575
-20.79102764685266,-20.433354521192708
-21.010579110751827,-20.362491430395345
-19.34164755992748,-20.163303338383383
-19.246709204939798,-18.187111258230388
-18.478938083197104,-18.110361310828598
-16.96111326496455,-17.288508366258114
-15.849263215152709,-17.751579845200595
-15.76353938910644,-15.285335300278664
-15.646106725481092,-15.97207204210054
-16.07496400951153,-15.029612123180156
-15.20235330276035,-14.70034202791193
-17.332602554553805,-15.776637342658136
-16.93885305002323,-16.67177642389018
-16.417846604356804,-15.763740559372174
-18.080857100683588,-18.011402758220733
-17.11798585461091,-17.066162086460682
-17.45376110436038,-17.075311849436336
-17.770431704247798,-18.04616548215934
-18.912048759921667,-18.773713134295864
-16.48801557681281,-17.125354831249027
-18.55314517846258,-16.684201437505052
-19.75414115544704,-19.67127535338743
-18.42290327232695,-19.193099376330764
-19.38352273536829,-18.661088766880294
-20.010081514299895,-19.758824083646992
-23.16863263361093,-21.2168187584746
-24.180859500994252,-24.29457820466509
-23.45866437800472,-24.26672204217569
-21.667666656142544,-22.77768263968553
-22.994678080667835,-22.30008674055861
-22.610795581248627,-23.050683726983518
-22.799547195299372,-21.6328718639392
-23.032131617488858,-22.742051671897947
-22.113238238793507,-22.319468442727928
-21.09588567819262,-22.17481096601963
-20.216225933357556,-19.538160090348782
-20.419529991305854,-20.026837601332765
-21.89163737535876,-21.34489307122726
-20.132766199708186,-20.662631384235773
-21.64676571301392,-21.678662673099
-21.997953443424482,-21.77894593695765
-23.682070818250146,-22.730367869966468
-22.32270637007682,-22.65934796280864
-22.62403754780383,-21.94373516234083
-25.064594764916745,-25.227055492847338
-28.027380272656085,-28.256105213150153
-29.95764421853643,-30.09632758645848
-27.872303676395305,-27.34131809893693
-30.328546015000796,-28.476855905312796
-29.583831876808112,-29.503843747894763
-28.31322514526141,-30.414254617452688
-28.300398815191468,-27.594742640769482
-28.087064665677755,-28.571058847042
-27.689649589729246,-28.57903195729415
-28.086394245291554,-28.49828267543528
-27.46713570759961,-27.790603370176445
-28.513689318909844,-28.159831359032456
-26.839234647008173,-27.957127481764434
-25.862772236202684,-27.150511560454465
-27.349484558237872,-26.001162528287168
-25.50222280408176,-26.584030657020563
-23.57040645683794,-22.712985852068048
-24.718765577343717,-24.985582018840287
-25.11395132778753,-26.091570208990422
-25.77280879228648,-25.284749124337935
-25.85918018566871,-25.889025596338907
-24.26614133596076,-26.21600462361217
-24.17701015052802,-24.860888870501476
-25.46562456683518,-24.351980682426266
-24.454812941441546,-25.153638050518705
-23.45780461942992,-23.862393848475396
-23.382106308096667,-23.112937263790208
-26.124589244987042,-24.204347657411585
-25.859499494948146,-26.032473157021666
-25.323247185241136,-25.068680799162383
-26.241951378693415,-25.997041335957583
-27.66589714169723,-27.237612826417603
-27.36377135293012,-28.83398526398739
-27.03821608092603,-26.797319596466714
-28.52354667004572,-25.804836382898944
-27.738949982622167,-28.049142677020658
-29.454939728909892,-28.78654112939932
-28.49597131612997,-28.21976011165767
-26.648158945759597,-26.796578752604596
-26.385395243749585,-26.315000130483384
-25.956813964422153,-25.77260412558182
-25.972851383976142,-24.9873032952785
-26.210972389457776,-24.681316497048794
-27.34965602898914,-27.253161072987197
-30.657079136095874,-28.427718388441775
-31.700552744022808,-31.919041412802066
-34.77921990215513,-33.86179085317888
-31.455981160363592,-33.08124030829793
-30.606351801740573,-32.52073564550446
-31.644355788414703,-32.32917427182588
-30.573172382861905,-30.453466499093878
-30.460384114811923,-29.9150540827995
-30.963043513217446,-30.415243084189118
-30.547389769428204,-31.418636387532008
-28.874073191539374,-30.284836211026782
-30.508924612021893,-29.652415141805783
-28.287452776909856,-30.59765040874185
-27.06641740302438,-27.24585011564083
-27.869996448692966,-28.17274724894107
-28.56543318142373,-28.379266757861274
-29.60815769600168,-29.47762165479181
-29.28230574872504,-29.514055892259783
-30.395162106024994,-30.169373435969046
-32.416888706163995,-31.073553703627695
-30.880933323388774,-32.04328943362001
-31.06858056355714,-30.092184093334588
-32.60207868868169,-32.34321582417418
-31.51355151677076,-32.134136474612156
-31.88546309700809,-32.6421215604016
-35.304436913379384,-32.96247878114232
-33.75928034803204,-34.724942789241744
-34.41573666673021,-33.25222894335518
-34.41789222446466,-34.66005288874275
-33.8459786499122,-33.52775257995584
-32.99650650924536,-34.00039844824942
-33.835297364323594,-33.184959137255895
-33.27248608897128,-33.646039981055814
-32.39682635036648,-33.01786499989042
-29.30348564773539,-31.899479822338865
-28.233222969211447,-28.89773520487207
-28.194904172049373,-29.04104621979718
-28.74438186214324,-28.101145072826007
-27.987513607037723,-28.806495032767067
-27.892903362999217,-27.317598243814338
-28.618391323168126,-28.232890535681285
-30.090614835956416,-29.117442449640723
-29.098482460500634,-30.16692570158166
-28.70986398542473,-27.661690663173804
-28.342587408201602,-29.713616804241504
-30.373484709196745,-28.40124655868501
-29.147056031565015,-29.100352123844278
-28.916370880851524,-28.95382877911516
-26.984032786425274,-28.17798375298156
-26.515491039605525,-26.400156042544953
-28.63604113357512,-26.28334647401178
-29.13739654591179,-28.814241563633757
-29.131546714847623,-29.27045271321091
-27.99585313764924,-27.71944679512033
-30.173386851253348,-28.77315767414637
-30.84830214669426,-31.23119259322967
-31.594623371336453,-31.936761821452585
-30.18067250165011,-30.731607600850065
-29.837003730604987,-31.213342582531173
-28.770011243370625,-29.357619378770334
-30.23595423672866,-29.199687082780805
-33.17832908249615,-31.836865076521306
-34.70118826900989,-34.475544554422136
-33.58503032829611,-34.63820029225375
-34.415885176250015,-34.53836706243302
-35.907225842884536,-35.96665194243001
-35.19143290882093,-35.26581517938825
-36.16810716329039,-35.32294451777832
-35.18122556903325,-35.6337241473918
-35.452672848217794,-35.61679920220252
-36.37045936486518,-33.89453970486478
-38.52637749791874,-37.799077921577606
-40.60010859239568,-39.9241518157482
-41.236388105092615,-40.277117242480564
-41.00625907377358,-40.70683960801325
-39.73372224885996,-40.66472958465453
-38.60787704826853,-37.89616739944733
-40.139987437730305,-39.37160011959199
-41.0402190135258,-40.94294567159631
-41.552425252161555,-40.61719859445477
-41.918971772623514,-41.31692624243797
-40.95421045018617,-41.162620258332275
-40.81744652051794,-40.925869835470614
-39.94659592536674,-39.1237814645429
-39.54196649330871,-39.8864804624514
-41.011749892312054,-39.38749922899877
-41.70213352026065,-39.837892930994336
-43.985099873723115,-42.99156786463919
-43.9431172563539,-44.57763503636055
-43.423646694787976,-44.016770265909116
-42.15604700613003,-43.15472750938249
-45.20090605817237,-44.98004470785961
-43.81699660998323,-43.72069361632054
-45.603919055726585,-46.239063187776544
-44.68338459852968,-44.96666769564292
-44.77915622090881,-44.322981555763796
-43.968867745812325,-43.76181428592156
-42.482673472726795,-42.895542059125525
-41.559443639064085,-40.984066649273444
-42.171591322650535,-41.712100322104945
-44.45723928850255,-42.86294189034121
-43.82344342502964,-43.463336783706794
-44.95156671847721,-44.415817415353146
-43.98428459380375,-44.45758163029333
-43.400821426050406,-43.59865499412053
-41.53196577838496,-41.07584877315693
-42.66696308791828,-41.74776623246533
-42.27597844836689,-41.3785732835516
-43.366829984201964,-42.0992433032195
-42.74262542276351,-43.69810209393216
-43.02017308441794,-42.89063621556078
-42.67115791454747,-43.69496728491343
-41.112392766589096,-40.62994837859594
-41.98495535054708,-41.751542654245156
-40.87494650136383,-40.908506865763925
-39.04673222995313,-39.70683780819223
-37.426472868752455,-37.63795219895722
-38.886943810284144,-38.424939884732886
-38.74676245006338,-39.78228262460482
-39.284097597899155,-39.726514893359145
-37.959494419395035,-37.81301817066556
-38.3879638623173,-38.57062005264747
-37.87697406435156,-36.852432670885555
-38.10189180678383,-39.59489313310214
-40.340850848352126,-40.55713005401243
-38.56540733128272,-39.33279725777687
-37.637439776436594,-37.969004037111375
-38.50462179431213,-38.20846562163508
-37.95608105355661,-38.55694642942166
-38.04310277540397,-38.54106880481837
-38.528853250036725,-40.29703107927758
-37.34335369970201,-38.47167811059718
-37.442306066799546,-36.14790997116096
-36.393786081302515,-36.153411308551846
-36.73972555452621,-36.3591034331787
-36.19541445935968,-36.585062118334605
-37.87509576046554,-37.88124693276158
-37.683055660629144,-38.50468194346259
-37.04373974973413,-37.272071330639456
-36.85601396565414,-37.23318997490086
-34.09876988953211,-35.93454781581077
-33.86512829118511,-34.59148320903544
-34.777401345124915,-34.50236733005542
-34.94578820902599,-34.52404014838053
-35.53542160451472,-34.34036888436856
-33.477400191054016,-34.78258835489818
-34.59791414964112,-35.22664924695037
-34.69931465681934,-34.81530157971352
-33.84717462898706,-34.79796364577176
-30.769306706570557,-31.72508050912717
-30.299213570668943,-31.55332950974847
-34.01166056782882,-32.979036029707686
-33.224485926699685,-33.61277703895417
-32.846100905236874,-32.588917186142055
-32.830165806145196,-33.309379553294065
-38.048235036811676,-33.78686049419841
-40.753782942208254,-40.14684615093063
-41.97444688880289,-40.939181570523
-43.48867068139548,-44.18468003885879
-45.19824287347553,-44.69418190808476
-44.57247920313245,-44.418408471301106
-44.32994542901683,-43.84813099025468
-44.50778549902992,-43.5750056631124
-43.7651266287078,-44.218478256903325
-45.82658312493605,-44.00574748749542
-47.27966683704331,-46.66236002164233
-46.921780177267934,-46.193682261648796
-45.65112753336686,-46.98178570871632
-45.191567965139214,-46.17195043334326
-43.97303697836084,-45.45571890047388
-42.1401136041047,-42.23754812785026
-43.75451842416826,-42.90200890905038
-43.413171589756345,-43.45805967239044
-42.08238883761712,-42.27658185832776
-42.037814483034836,-40.711394029424696
-40.49609250059563,-41.81267149900368
-40.909343507194706,-41.02232669426743
-39.93513504350531,-41.18757870754545
-37.70173107945299,-39.08873849231723
-38.27468768151716,-39.028814213778965
-38.27302704636682,-37.385683974865636
-40.87221461508467,-38.97882057004835
-37.892527709772345,-39.328764968748025
-39.33339514627005,-38.75688793244043
-38.43250991953993,-38.892349913324324
-39.44987646056167,-38.758107918308944
-41.45873373167043,-40.15874446812047
-40.565565835167305,-41.27056391043862
-40.37884084728597,-40.715471197129254
-40.878246877131566,-40.129643542961745
-41.77686571317386,-42.25160065199462
-40.03734329727834,-41.28446989069463
-40.873516213389884,-39.302695062596904
-41.66198939903617,-40.85800385792252
-41.14922532582907,-41.219908716104484
-41.42507638111718,-41.420537021440225
-41.21912154643427,-41.06810779836686
-41.30360639680921,-40.4812811336632
-38.9941825275269,-39.285243703625966
-39.3637588249036,-39.0428491859309
-39.81769019991197,-39.665447741411256
-38.787206569837494,-39.879942384457635
-39.593753298929926,-38.52026991047487
-41.18627036581743,-40.221472433689485
-40.166542377032364,-41.08767931469305
-37.92942481297023,-39.10007835086694
-37.80382369860577,-37.00301960573507
-36.14687714282055,-37.7394406829307
-34.82927890827102,-36.2227826819533
-35.11641052365986,-34.355477376679865
-36.751447503608404,-36.57839487280679
-37.03276550477519,-36.2470854818895
-38.21365582786355,-37.94939395965051
-39.89738303503269,-38.61663252462659
-39.73206890101861,-40.62473794350217
-39.6474245251639,-40.08380367243262
-40.10059004887744,-39.81689317918603
-39.13343053425277,-39.39930989930149
-41.32196455042274,-40.05504621793965
-41.64551267060765,-41.398688971937545
-42.35654998560497,-41.959039157492924
-43.44656829079168,-43.05200993648488
-41.46305523532847,-41.78023607785498
-43.08848054799745,-44.03256164305516
-42.515115029092364,-42.55328643144464
-40.578306234714226,-41.86748708902656
-39.30443345061347,-39.72081905307569
-39.58698705732922,-39.746059648869014
-42.29598623157547,-39.60780638525109
-44.56824606996801,-42.20188956576922
-43.376145287082785,-43.414144751386296
-41.565132686113095,-42.098444433657484
-41.10150938206223,-41.65292812248736
-40.118700817143186,-40.568270898771054
-38.300747505725276,-39.2764205100265
-37.92115217246584,-38.41963561744223
-37.544784148106075,-38.32240381547376
-37.652175168248014,-36.50867670611814
-37.4989794332719,-36.21146112988348
-38.07677147074016,-38.44855834891698
-38.067304152623926,-38.24768123018945
-38.76403609112444,-37.913007201365296
-37.18971584299599,-38.94637808439039
-36.90257919449069,-36.89234670928105
-39.28411365355945,-38.216314642152945
-41.05272803695294,-39.763324743148274
-40.66711660705843,-41.84833635643591
-41.91086644163107,-40.36004771305935
-38.922505367117864,-40.122071498089184
-38.50832523110732,-38.67449529610471
-38.94339645453988,-37.17483935978057
-37.12555371063228,-37.817543182219325
-35.97151893390681,-37.52003462731755
-37.55129526407365,-36.393858689783706
-38.78541715738254,-39.695798496218785
-39.52195732459889,-38.15914061269615
-37.652552578068764,-39.137891279804194
-37.06532381280047,-38.28767963332701
-38.51907822813704,-38.720821698124695
-39.01582952771055,-36.55462904412104
-38.51199694241566,-39.73963608680326
-36.45362887466465,-38.31031791373238
-37.947242858509306,-37.8591663513145
-37.84172519472687,-36.9165547123639
-38.53182741991344,-39.01875708938373
-39.27508453016182,-40.4159366737451
-39.27136815800001,-38.78414336578754
-37.322240128564815,-38.43700386457747
-38.148178699816064,-38.26567352339412
-40.874835351525206,-38.47536205400868
-41.030124225311056,-40.92608469459781
-41.468877254659155,-41.42928562802334
-40.88979539979901,-41.140394265921245
-40.83207190541814,-40.8036451943148
-40.73063248676331,-40.93083277303097
-38.15448643661501,-39.000948525970415
-37.35471263405994,-36.63821145279078
-35.98155469637126,-37.267978108690215
-38.68799576120419,-37.843179024778244
-36.062023705520595,-36.19678773846702
-34.664205804294916,-34.21191209914896
-32.713963746026735,-34.30653949926294
-33.18246075588801,-33.42781210053528
-33.312699809484634,-33.09729087905504
-32.65127075811116,-32.90346326791423
-32.59354390178761,-33.41084947296916
-31.30005824142724,-31.445545020854546
-31.107659655916077,-28.996439809432378
-33.577270087596006,-33.57633027463218
-32.955274462450895,-33.57190485044603
-30.88588621639616,-31.92584738391783
-31.337817065656935,-30.91183736506716
-33.20243179953643,-32.116411640547106
-33.458693581282944,-32.81539033766707
-33.97945743624659,-34.5071564531372
-32.614381872058715,-32.842756263937076
-32.25439620815436,-32.86479774179179
-32.69830029903915,-30.68327801410697
-31.96631077793435,-31.179365298816556
-31.644466169064557,-32.19800553389277
-31.736208919685755,-31.231533910719623
-30.400077122578477,-30.95556379994684
-32.17394549803769,-30.115209372040066
-31.98792562014247,-32.83647013052856
-31.35571528922587,-30.71395267574394
-33.14789290956276,-32.81531592373982
-35.37518936302914,-34.625016760387744
-32.862411074516814,-34.5729682136037
-29.419590752558328,-30.35538247677659
-28.580205296327694,-29.428854688347684
-28.01753350665421,-28.80501037618924
-26.916734093282688,-27.73246855347753
-26.305845666482988,-26.86206534881165
-24.814595539567943,-25.042596905522466
-22.83651727380001,-24.771404614296404
-21.506312207351172,-22.051440889222206
-21.994281487058977,-21.071098209265312
-21.908921579200655,-21.65050777792414
-24.204174638297246,-22.556717266224467
-24.452721965291197,-24.794280942821743
-22.280194254858657,-25.00576435261496
-23.078458525907724,-23.146307744429937
-22.969487133760758,-22.72090915764649
-24.637313330212976,-22.673731411177418
-22.401250931429644,-24.845748114429973
-22.694166883859943,-22.30095921186407
-22.69764802203571,-24.07437226922597
-22.273658243908052,-23.68303626177495
-22.944400317417088,-22.356182472519077
-24.014601884580234,-23.49884290816177
-25.56569952267526,-25.101962295165173
-26.400441849539284,-26.56889225715173
-27.367316478344335,-27.108412927727365
-29.75094583648565,-27.591144937085208
-31.393602909437874,-30.925455767014387
-32.3977991477535,-32.717609397411614
-32.044321084949196,-33.34008646676901
-32.26254929927388,-31.74879169929551
-32.517618545921486,-32.29918113095475
-34.013010790012046,-34.204978695241415
-35.78807041244301,-34.52825539136697
-32.884522476164506,-33.583216946995044
-33.76629561473436,-32.273414855914034
-34.62161121127941,-34.13193109564266
-35.29042269941215,-35.492964146721675
-36.231144902238476,-35.7713724191574
-38.06051693261162,-37.015187852418265
-39.83548352068221,-38.053896840282825
-37.985205647779495,-38.09043571077414
-38.188771535414425,-36.71428391343076
-36.625506246248925,-36.92402748036636
-34.60639511318335,-34.35718519743554
-35.08596004062469,-35.67881123493375
-37.255261967474794,-35.712153517063726
-39.324895378207096,-38.01906407184142
-37.10719149427965,-38.54257030312779
-39.922598887505245,-37.7087277691772
-39.761018210469665,-39.509142890001925
-39.954970173719744,-39.03811849362316
-41.95586612965155,-41.27680394238752
-42.75709894465913,-42.049285246192845
-42.806507329820334,-42.40364741742143
-44.68325551094243,-42.66423035723549
-45.760701394685746,-46.006105915167375
-48.1924752412785,-46.56431795715358
-49.66687406273186,-46.93891948848711
-48.012491680843624,-49.05743140055882
-46.92002014747217,-47.99833925676351
-49.02752172101063,-47.668372528439654
-49.15598241763495,-49.452290690817016
-48.24633941158374,-48.43255240091516
-47.94635951568037,-48.00226259069977
-47.72341620206931,-48.59267969514438
-48.39953521563892,-48.09206501679189
-45.94631729501729,-48.793689026674244
-46.95870531622867,-45.97116973018765
-47.33468997070864,-47.37244295056354
-45.72337183086988,-45.4382681783379
-42.57517261046647,-43.66552488489133
-41.55457562103512,-42.38430482234582
-40.883044509348274,-41.6004275759817
-41.256682706179106,-40.17495866974763
-41.16733741070568,-41.07942006682598
-40.54903012369129,-41.315522909961224
-42.18986158846509,-41.330265279189256
-41.50442076465966,-40.36376733082244
-41.22603573889426,-40.86006870997154
-41.69927705156656,-41.536300598952096
-43.25547041966358,-42.45000473827068
-42.2897886266539,-42.87416885385077
-42.632953998088155,-43.35475790230597
-41.80508388546862,-41.976431828248984
-43.140047033341396,-42.56221974917152
-42.86891222832215,-44.41927302846018
-41.55766394529952,-42.9593249899846
-41.090448842428515,-41.69038437270687
-40.93410290398212,-40.983504966750246
-39.98354507702885,-39.94682496454126
-38.514219092457346,-38.7095021552814
-38.121877005311354,-38.804394439765375
-36.416615861907545,-36.73038295663234
-35.55090080098443,-36.231775436891006
-36.79629450308627,-35.41198172852089
-33.99288624221173,-35.97500511543675
-35.60824678262854,-34.695037156334
-35.58188039144873,-35.971733115531215
-36.77603478561613,-36.84188728511948
-36.16021425861631,-36.43868491416021
-37.75014584447579,-36.686511815944144
-39.03516764948083,-37.08090015110745
-38.56314615797017,-39.00638941097259
-39.89384921994269,-40.67214889488005
-39.932738376671146,-39.22038243505255
-40.07366724739983,-39.38114926076177
-39.87348513827498,-39.62608602960427
-41.03826606988139,-39.6698464872289
-40.03305099865204,-39.78521243129448
-39.98373530256389,-40.448017619798804
-39.73766803668615,-40.473644828330826
-41.68106198115755,-39.91206990668366
-41.404539819925255,-41.848487508761735
-41.87044573471662,-41.790782198535666
-41.291119428648265,-42.31670280817469
-42.38714275683077,-41.79118172318884
-41.72965562622104,-41.348981977078836
-44.06876008915015,-42.30477979367451
-42.69891600330967,-43.24674544964116
-40.783733393909685,-41.00318304535648
-39.15255107870334,-39.6772410231522
-38.369995137057614,-38.65608854572725
-36.6627505879357,-37.836642242879314
-36.310838368622505,-36.071478166763214
-37.262774937858296,-36.72171039146236
-35.661167962416485,-34.73566847376333
-35.5512881451582,-35.62307537113243
-35.26192245165117,-35.90388415336758
-35.84027607362803,-35.42133082005494
-36.06331613631561,-36.32015128323437
-37.109991088360786,-36.79862631167537
-37.80316083755101,-36.98126554391418
-35.95313282439178,-37.082932379445026
-36.076946210133386,-36.22949524236375
-39.094842433872216,-38.315518545194855
-40.31715439559136,-39.61734160903162
-41.4580993108885,-41.467864088537254
-42.73269894050136,-42.26180834512082
-43.039005922834896,-43.43725390831538
-43.59009940271928,-43.873500708663656
-43.43090134129867,-43.641618244642565
-44.363983880783735,-44.82479687370727
-46.82970573753049,-45.08873963087862
-46.08597470104501,-46.05711869207306
-45.15412248163794,-46.12485698538465
-46.52572081329767,-47.26327222105881
-47.06936761578137,-47.22435194061133
-44.7031904204733,-45.768402424907535
-44.00803421582669,-43.48045606616341
-43.501208899588825,-43.726165350984125
-44.98861429904722,-45.18769719006948
-43.83342944266989,-44.7192413398604
-46.03015610813302,-45.75180421168566
-45.74631991594821,-44.90408127788731
-41.14943574579333,-43.71382216672975
-42.12654744067396,-41.314575721022436
-43.87864387720989,-43.66594182817738
-45.728986195265385,-44.170408006700505
-45.155839802955306,-45.619693099924554
-47.648057467088286,-46.65691344865801
-45.67821402639263,-46.273992552886426
-46.29332044616628,-47.09426221078718
-46.31233161428251,-46.87823141301535
-46.69855972499364,-46.22234935856944
-47.47460418337888,-46.3250658175979
-46.573567262166506,-46.60953615354308
-45.889616203580744,-44.810331464030156
-46.46928405253143,-45.56593612424975
-48.199568052118856,-46.43608929468955
-46.075501501709496,-46.25710031158185
-47.254572593710336,-46.537526744128684
-47.371317249658574,-46.79811278221239
-46.12632619977386,-46.127750479999534
-43.998878411510496,-44.86782601489489
-42.37380768044295,-44.47243994251774
-39.966670704741986,-40.124306047712096
-37.35502295366476,-37.99042150949777
-36.74318084557869,-37.25970779444307
-35.22332329449273,-37.03309668768066
-35.27516708871306,-34.23976316492102
-32.92997913695308,-33.65822320984201
-33.22995792518733,-32.81731782289466
-31.91340095887936,-31.79893433602368
-32.03676368101586,-31.832462464404816
-32.86854305541593,-30.11619406996161
-32.06080340505026,-32.2764520607332
-29.836575339098523,-31.90259323654966
-30.769564480217205,-31.134476695936325
-31.371785647339294,-30.53881509778198
-30.341319123592637,-31.20102470014708
-29.554017539507637,-31.085578564075682
-28.345738471326666,-28.758903057650027
-27.158223047253646,-27.175086156008057
-28.23531434405553,-28.25903908755848
-29.296046244877594,-27.834291427436053
-28.625703453693056,-28.916400097769873
-28.695011813811842,-28.446932082029452
-31.520617622748848,-30.59873293013554
-31.240253124432865,-30.08224135989479
-34.36885372372533,-33.71674981651816
-34.93439328178809,-34.13623714388808
-33.46898036625397,-33.919755404466684
-34.278855271799806,-33.030765327829
-34.39477908762394,-34.45858802266511
-35.129030100903535,-34.82510750454678
-32.60754228501135,-33.73252445662042
-32.21681372342776,-31.942816092399603
-30.826775573694693,-30.683832498504632
-34.50501498095387,-32.48015807052068
-34.00589767427296,-34.10783864452367
-33.20102215501452,-32.60582751278411
-34.022156217574285,-32.49474805974279
-33.75802748475098,-33.24738316922796
-33.86655079725311,-34.07074185371762
-32.989448194372684,-33.83478568723165
-30.181912950617942,-31.891047596086505
-32.315716834041396,-30.223530538285274
-33.69933192569357,-33.41298003896084
-35.757480325743835,-34.784092628720536
-35.85526412857517,-37.16884521660059
-34.949781801125994,-34.9683294652001
